Year,data,median,LB,UB
2008,2358,2357.5,2357,2358
2009,2372,2292.362767,1691.944007,2897.031414
2010,2482,2460.384981,1934.698142,3001.970999
2011,2503,2589.012274,2055.346198,3101.558948
2012,2591,2703.30565,2185.045191,3207.905462
2013,2690,2790.288005,2287.735135,3288.769075
2014,2831,2865.647121,2353.889541,3365.877408
2015,3070,2937.288961,2428.273001,3457.000377
2016,3196,2993.097857,2477.376561,3516.490436
2017,3103,3034.040394,2544.516562,3562.063965
2018,3085,3067.502228,2556.190026,3580.619861
2019,3101,3081.893111,2566.813891,3614.192009
2020,2568,3111.951407,2577.473918,3625.007451
2021,3425,3120.420806,2566.336422,3693.95377
2022,3963,3129.956292,2486.99323,3720.191184
2023,NaN,3133.722211,2392.093369,3756.732233
2024,NaN,3131.485277,2278.044698,3833.964287
2025,NaN,3137.464733,2160.157083,3846.741695
2026,NaN,3147.410987,2031.361627,3873.353015
2027,NaN,3157.025681,1879.551279,3922.622205
2028,NaN,3147.250956,1715.739455,3960.61127
2029,NaN,3168.496383,1617.520591,4029.082603
2030,NaN,3169.435525,1485.304415,4052.774075
