Year,data,median,LB,UB
2008,2358,2358,2358,2358
2009,2372,2274.613782,1767.395886,2781.476172
2010,2482,2471.170858,1987.212082,2948.913103
2011,2503,2609.739279,2120.760724,3069.806631
2012,2591,2708.938757,2236.18497,3174.892669
2013,2690,2795.804913,2329.469492,3264.393486
2014,2831,2870.770803,2394.242142,3337.320984
2015,3070,2929.338538,2466.393375,3393.785259
2016,3196,2981.287902,2515.568828,3444.951422
2017,3103,3012.016001,2547.398938,3478.651753
2018,3085,3052.953066,2594.999765,3532.75667
2019,3101,3079.875678,2597.071971,3564.908564
2020,2568,3109.440724,2605.704519,3593.388209
2021,3425,3139.290012,2614.480387,3647.276052
2022,3963,3152.737164,2613.403003,3667.052842
2023,NaN,3175.694226,2590.521513,3690.936815
2024,NaN,3198.923709,2520.720657,3728.849193
2025,NaN,3214.892184,2489.87339,3768.351588
2026,NaN,3229.879734,2431.117926,3795.814486
2027,NaN,3251.614914,2363.250406,3820.96006
2028,NaN,3262.133209,2303.200173,3859.093977
2029,NaN,3269.213604,2199.957434,3887.646353
2030,NaN,3279.878053,2196.064287,3884.864537
