Year,data,median,LB,UB
2008,6271,6271,6271,6271
2009,6094,5864.458368,5154.924218,6545.637159
2010,5875,5856.5701,5182.658484,6526.424115
2011,5634,5858.485765,5211.562053,6484.082477
2012,5784,5827.966963,5199.126542,6468.012514
2013,5585,5815.430458,5180.800186,6434.773691
2014,5872,5768.931328,5133.25227,6404.581564
2015,5757,5736.404302,5102.190903,6372.344409
2016,5918,5713.753916,5084.991523,6333.510699
2017,5839,5668.792487,5020.339377,6313.186804
2018,5804,5622.062354,4976.583308,6284.588547
2019,5799,5591.435411,4947.894018,6262.189129
2020,4778,5551.442017,4892.169173,6224.51551
2021,5747,5509.047275,4841.228203,6178.959837
2022,6680,5468.147264,4768.123756,6177.969232
2023,NaN,5429.463743,4722.537996,6124.626587
2024,NaN,5389.447872,4661.082276,6112.565749
2025,NaN,5346.20716,4572.340874,6097.282666
2026,NaN,5299.337181,4507.14652,6103.016666
2027,NaN,5249.134347,4472.17158,6080.379691
2028,NaN,5207.895674,4392.66069,6085.559381
2029,NaN,5171.914229,4329.880702,6049.941143
2030,NaN,5117.804384,4264.023213,6059.753428
