Year,data,median,LB,UB
2008,8956,8955.5,8955,8956
2009,8051,7865.800332,6926.401808,9008.465732
2010,7539,7400.705904,6515.484762,8251.286482
2011,7044,7084.982132,6247.596101,7883.599744
2012,6568,6763.944893,5956.01487,7555.561939
2013,6001,6445.158891,5672.718934,7214.079747
2014,5958,6140.238247,5369.918684,6904.361965
2015,5893,5836.54155,5070.494229,6606.548965
2016,5858,5565.257176,4793.819245,6346.748491
2017,5519,5303.933936,4518.736101,6075.496069
2018,5244,5032.91868,4265.863389,5809.831699
2019,4966,4798.116717,3979.448153,5563.076399
2020,3800,4550.460051,3752.094221,5358.130279
2021,4600,4326.41615,3526.71051,5151.02028
2022,4699,4120.556122,3262.001919,4956.904456
2023,NaN,3910.861045,3081.691338,4774.600736
2024,NaN,3709.630748,2856.913168,4622.704009
2025,NaN,3536.420998,2643.672352,4457.625099
2026,NaN,3353.514073,2472.814467,4311.429246
2027,NaN,3185.133467,2275.670617,4161.238593
2028,NaN,3039.992014,2122.018372,4078.539682
2029,NaN,2891.682103,1966.215256,3950.828733
2030,NaN,2737.919097,1820.168846,3882.785517
