Year,data,median,LB,UB
2008,8956,8956,8956,8956
2009,8051,7756.261483,6932.531376,8568.029984
2010,7539,7434.43967,6662.140949,8193.722342
2011,7044,7118.572965,6371.438749,7850.537607
2012,6568,6786.741176,6065.649241,7508.263925
2013,6001,6464.257727,5757.084209,7179.421583
2014,5958,6161.22031,5437.812186,6877.029713
2015,5893,5867.034241,5143.243603,6548.874113
2016,5858,5561.5676,4846.391308,6275.151086
2017,5519,5299.344484,4597.524797,6003.146008
2018,5244,5015.416559,4301.682018,5746.062696
2019,4966,4779.388353,4036.998944,5524.614901
2020,3800,4527.454231,3802.820098,5270.213835
2021,4600,4311.791113,3536.861212,5038.641516
2022,4699,4082.702208,3329.461394,4827.336446
2023,NaN,3876.42466,3114.789028,4640.228797
2024,NaN,3677.587196,2916.911743,4429.528433
2025,NaN,3485.898089,2691.874869,4232.251355
2026,NaN,3310.811649,2540.501902,4058.893071
2027,NaN,3138.165016,2361.521433,3896.392699
2028,NaN,2985.971157,2191.25225,3744.779294
2029,NaN,2835.037195,2029.885861,3580.827479
2030,NaN,2685.797816,1852.553096,3457.076187
