"Year","data","median","LB","UB"
2008,385,384,384,385
2009,324,326.668602791739,247.565312038893,358.636620139935
2010,295,289.234621509019,241.866602378863,321.161093076075
2011,232,237.275222106435,207.349665949328,278.742943152426
2012,208,200.766925590903,172.495150293368,256.12616891019
2013,183,181.725692508579,155.099330123551,244.042450252246
2014,156,173.10886182096,146.692546840342,226.261485823468
2015,158,170.919046333649,143.774544789813,212.387534776874
2016,173,170.98266613593,139.381872955581,203.619969393789
2017,178,172.919211112363,134.030539845162,201.698805119749
2018,187,175.104683748255,120.708484773172,201.961038823807
2019,179,177.739552335089,108.419296782133,204.940883536717
2020,139,180.398703757039,98.631977235737,209.513756390316
2021,169,182.770762520006,88.1711448810091,213.514718023781
2022,179,185.753617971406,75.6556731330376,218.571527492513
2023,NA,187.960888090929,71.0660141700492,223.604855274402
2024,NA,190.411035913655,64.7352656883567,228.727778800226
2025,NA,192.872052458077,57.3522294233644,235.422216312125
2026,NA,194.516017953609,49.3012632826646,240.80148557586
2027,NA,196.940232373174,44.4367564450033,247.233146979163
2028,NA,198.756110861501,39.4843955879119,253.884063739151
2029,NA,200.045590938235,32.2801796834544,258.868396508897
2030,NA,202.828399685565,27.2448726774184,266.433959451405
