time,data,median,LB,UB
2017,66.1,66.1,66.1,66.1
2018,67.3,67.0,64.6,69.4
2019,68.1,67.7,65.5,69.9
2020,67.2,68.0,65.8,70.2
2021,68.6,68.2,65.7,70.6
2022,NaN,68.5,64.9,71.1
2023,NaN,68.6,63.8,71.6
2024,NaN,68.8,62.3,72.0
2025,NaN,68.9,60.5,72.4
2026,NaN,69.0,58.7,72.7
2027,NaN,69.1,56.9,73.1
2028,NaN,69.2,55.1,73.3
2029,NaN,69.4,53.0,73.5
2030,NaN,69.4,51.1,74.0
