time,data,median,LB,UB
2017,64.9,64.9,64.9,64.9
2018,65.9,65.5,63.2,67.9
2019,66.6,66.0,63.8,68.2
2020,65.5,66.3,64.2,68.6
2021,66.5,66.6,64.2,68.8
2022,NaN,66.7,63.7,69.2
2023,NaN,66.9,62.6,69.5
2024,NaN,67.0,61.4,69.9
2025,NaN,67.1,60.0,70.2
2026,NaN,67.3,58.7,70.4
2027,NaN,67.3,57.2,70.7
2028,NaN,67.5,56.0,71.1
2029,NaN,67.5,54.4,71.2
2030,NaN,67.6,52.9,71.4
