time,data,median,LB,UB
2017,58.4,58.4,58.4,58.4
2018,60.6,60.6,58.6,62.5
2019,61.6,61.5,59.8,63.2
2020,61.4,62.1,60.3,63.8
2021,62.9,62.4,60.6,64.4
2022,NaN,62.7,60.5,64.9
2023,NaN,63.0,59.8,65.5
2024,NaN,63.3,58.9,65.8
2025,NaN,63.4,57.5,66.3
2026,NaN,63.6,56.3,66.8
2027,NaN,63.8,54.9,67.0
2028,NaN,64.0,53.3,67.4
2029,NaN,64.1,51.6,67.7
2030,NaN,64.2,50.0,68.0
