"Year","data","median","LB","UB"
2008,6271,6270.5,6270,6271
2009,6094,5951.17555751619,5475.07566655156,6365.18341654306
2010,5875,5814.26215991386,5502.65900558781,6102.03040551988
2011,5634,5744.1869153779,5477.06639156713,6076.01634818301
2012,5784,5738.28732824817,5466.30625602975,6072.39577718282
2013,5585,5764.07641271708,5502.69071713221,6083.17194716644
2014,5872,5800.13012430289,5538.05398637328,6099.21370575227
2015,5757,5822.19450185084,5554.52361070452,6098.36544751227
2016,5918,5838.09591242651,5550.34889210828,6112.89163784871
2017,5839,5835.70132235482,5549.7549400713,6112.45866181275
2018,5804,5821.84249648159,5536.9888837026,6106.87112559713
2019,5799,5800.33915469265,5518.62095618996,6096.45386601376
2020,4778,5759.05033740284,5455.15597933475,6096.88190492514
2021,5747,5717.34470645598,5379.28220361091,6102.11503079627
2022,6680,5668.57855561116,5274.99711994178,6110.79963771444
2023,NA,5620.96906972057,5153.00369051638,6110.724089154
2024,NA,5558.14652301002,5010.52639854675,6103.89292349746
2025,NA,5479.75437598183,4878.19512840223,6111.34985808382
2026,NA,5422.39498866777,4709.30387675539,6128.3033635934
2027,NA,5347.93431209286,4566.81220227458,6122.5163418212
2028,NA,5288.98704551835,4410.86420252126,6124.9566305058
2029,NA,5217.7769200179,4253.87084689021,6128.14329249334
2030,NA,5132.87616293286,4103.31045234122,6135.60615783623
