Year,data,median,LB,UB
2008,8142,8141.5,8141,8142
2009,7461,7217.726217,6412.697488,7891.747137
2010,6918,6861.876432,6247.33014,7414.711707
2011,6473,6493.254621,5964.914511,7058.174899
2012,5880,6174.216524,5665.537924,6793.164843
2013,5649,5903.86401,5378.286228,6552.338759
2014,5555,5662.797383,5152.966444,6329.515833
2015,5603,5476.188779,4976.104741,6088.214085
2016,5544,5309.354346,4805.671343,5867.390492
2017,5225,5168.466044,4615.646748,5704.124433
2018,5137,5044.62405,4425.878102,5579.825015
2019,4858,4920.146058,4207.640377,5525.525163
2020,3804,4820.805905,3990.21906,5521.276389
2021,4668,4725.477046,3796.343947,5536.787768
2022,4989,4623.780618,3584.596238,5594.281873
2023,NaN,4531.160242,3422.979148,5651.034821
2024,NaN,4428.154631,3215.892982,5692.623046
2025,NaN,4334.644357,3038.972331,5759.747423
2026,NaN,4246.244818,2892.978698,5786.153084
2027,NaN,4109.276572,2732.156176,5879.787445
2028,NaN,4017.00366,2577.771338,5902.239966
2029,NaN,3911.332649,2432.320463,5973.166253
2030,NaN,3806.589328,2289.337696,6024.275076
