Year,data,median,LB,UB
2008,8142,8142,8142,8142
2009,7461,7008.912047,6338.87063,7683.653204
2010,6918,6789.403451,6168.734675,7423.793712
2011,6473,6541.327672,5941.693635,7146.590415
2012,5880,6297.975367,5721.85747,6887.910819
2013,5649,6056.212842,5458.248612,6665.203482
2014,5555,5818.642814,5232.641548,6411.313611
2015,5603,5579.720194,5002.370064,6166.338535
2016,5544,5358.982912,4771.083064,5943.496344
2017,5225,5138.203098,4540.930397,5737.785825
2018,5137,4944.443716,4319.318491,5564.115534
2019,4858,4725.056313,4079.522609,5340.742068
2020,3804,4545.427874,3888.369269,5159.452344
2021,4668,4351.06587,3693.393787,4983.108576
2022,4989,4179.022447,3486.757031,4846.863216
2023,NaN,4013.50345,3274.335421,4639.383361
2024,NaN,3839.443609,3068.135954,4492.831436
2025,NaN,3674.732957,2943.76936,4339.735105
2026,NaN,3530.729917,2775.19296,4227.22304
2027,NaN,3382.036556,2592.117918,4068.164872
2028,NaN,3248.739993,2434.917539,3933.711356
2029,NaN,3105.473253,2305.002854,3815.228151
2030,NaN,2982.201839,2151.096625,3686.732382
