year,month,day,data,median,LB,UB
2008,1,1,5273,5273,5273,5273
2008,12,31,4814,4600.44952792239,4389.04110268128,4788.8435539226
2009,12,31,4482,4554.60950732148,4360.51919892983,4740.28137782831
2010,12,31,4403,4507.3698263622,4322.58091321835,4692.60311617858
2011,12,31,4414,4457.06850382322,4275.54328115745,4647.06207691907
2012,12,30,4402,4406.32510341833,4222.84428213231,4587.13360716205
2013,12,30,4380,4355.04831208553,4175.0791313793,4536.07371106246
2014,12,30,4261,4301.86627471195,4123.80990391501,4484.37072323293
2015,12,30,4238,4249.70767319183,4063.93563032606,4434.19133678202
2016,12,29,4210,4197.05865162661,4012.51090866805,4388.45576585584
2017,12,29,4157,4149.93662600099,3962.46554518339,4333.87057142542
2018,12,29,4126,4094.5300015761,3912.29635162902,4285.36989885623
2019,12,29,3450,4045.47883643629,3851.89842120209,4237.88168557617
2020,12,28,4201,3995.27246693614,3794.53282315705,4187.05722371687
2021,12,28,4419,3947.21957925972,3734.04247308125,4140.71427091646
