year,month,day,data,median,LB,UB
2008,1,1,5273,5272.5,5272,5273
2008,12,31,4814,4705.57704324571,4434.0981132309,4912.6031241091
2009,12,31,4482,4483.84732781926,4321.34129143461,4711.76912849953
2010,12,31,4403,4478.78844001123,4327.21634109818,4664.13598545571
2011,12,31,4414,4449.46164522663,4294.82173940276,4615.78555635782
2012,12,30,4402,4407.14161996374,4245.21611493517,4560.53060058716
2013,12,30,4380,4358.46201393028,4199.05967299689,4511.63280336262
2014,12,30,4261,4306.34733424738,4141.55102373849,4460.32881188792
2015,12,30,4238,4252.05844525203,4093.14624666262,4410.31790072976
2016,12,29,4210,4193.6717650027,4039.95815093935,4353.12543413037
2017,12,29,4157,4134.98053171738,3986.23368892639,4305.60033245614
2018,12,29,4126,4072.43951564446,3923.10335530943,4251.29400559391
2019,12,29,3450,4009.23906692144,3864.38595091303,4194.35041808559
2020,12,28,4201,3945.81143256809,3791.34928754383,4151.4543700421
2021,12,28,4419,3882.75571226925,3725.29276377109,4110.52223129124
