Year,data,median,LB,UB
2008,4210,4209,4209,4210
2009,3620,3664.653027,3001.006934,4136.589195
2010,3212,3151.758667,2672.053227,3564.871727
2011,2758,2738.191897,2333.944823,3158.024299
2012,2468,2470.382618,2090.619866,2920.021783
2013,2275,2326.18681,1967.029892,2787.336504
2014,2200,2279.728135,1924.42493,2704.524436
2015,2293,2268.707913,1895.992728,2685.997084
2016,2201,2282.039945,1908.545717,2694.602635
2017,2374,2313.647803,1946.335723,2691.001195
2018,2506,2347.027103,1953.18155,2726.876806
2019,2561,2381.86662,1969.895543,2754.796359
2020,2078,2414.746656,1991.275933,2804.064061
2021,2537,2438.49395,1986.466226,2828.221756
2022,2621,2457.292577,1962.051659,2860.683665
2023,NaN,2470.833118,1918.098078,2881.876657
2024,NaN,2477.954079,1878.858873,2913.458353
2025,NaN,2475.492689,1835.924367,2914.204402
2026,NaN,2471.334055,1755.614858,2917.741196
2027,NaN,2450.029933,1696.753399,2912.176309
2028,NaN,2439.378442,1649.831471,2907.620616
2029,NaN,2418.724158,1604.0558,2890.331898
2030,NaN,2388.284039,1551.022249,2871.997772
