Year,data,median,LB,UB
2008,4210,4209.5,4209,4210
2009,3620,3431.097201,2267.170227,4069.449728
2010,3212,3080.097595,2229.604464,3627.691352
2011,2758,2770.529232,2173.845412,3524.212415
2012,2468,2575.437562,2065.135879,3422.176205
2013,2275,2446.316183,1963.725417,3322.212699
2014,2200,2386.280752,1888.187628,3238.311942
2015,2293,2344.109058,1868.07703,3166.030788
2016,2201,2341.440655,1833.971307,3073.340286
2017,2374,2336.610655,1756.979833,3039.902371
2018,2506,2332.073635,1665.851341,2934.131295
2019,2561,2339.355044,1597.976684,2871.251778
2020,2078,2339.506891,1514.395152,2848.779217
2021,2537,2330.091728,1417.496431,2867.298602
2022,2621,2326.825118,1357.08238,2840.365964
2023,NaN,2299.04558,1289.685991,2852.951485
2024,NaN,2278.188732,1207.984516,2856.183218
2025,NaN,2271.773732,1123.175302,2867.122451
2026,NaN,2235.39597,1073.068863,2863.871448
2027,NaN,2205.043854,976.4502484,2863.332485
2028,NaN,2166.160111,916.6670068,2840.119569
2029,NaN,2138.991349,845.7163529,2838.432328
2030,NaN,2109.293977,775.4047099,2816.737043
