"Year","data","median","LB","UB"
2008,12228,12227.5,12227,12228
2009,11492,11300.8047099366,10867.214945888,11687.341486996
2010,11101,11063.0438302974,10699.9619980485,11395.189421755
2011,10580,10800.9101897844,10476.8648521125,11154.5094032818
2012,10497,10552.5247699639,10217.7794415378,10910.0628340511
2013,10155,10299.0569365677,9977.70991167652,10663.560051362
2014,10087,10058.4520649339,9746.01472009955,10419.4574465615
2015,9940,9823.8177176863,9507.85926796537,10166.5113537366
2016,9644,9599.15398511285,9274.5191359055,9922.93506820334
2017,9425,9379.43844327323,9040.86900398306,9694.49525657991
2018,9215,9156.83340547581,8798.25559519697,9488.33665199193
2019,8887,8937.84699151469,8548.98142924165,9286.25577643388
2020,7643,8713.51038283555,8304.98330744666,9100.27565996599
2021,8980,8492.88944226799,8069.18454839805,8942.74064255225
2022,9102,8272.63813851942,7833.89101010037,8775.21951221039
2023,NA,8048.55039265954,7581.34404526971,8601.11759293796
2024,NA,7834.58343417621,7345.35768347519,8434.71649032877
2025,NA,7608.69990058177,7105.39720976134,8273.96789693377
2026,NA,7405.46358530424,6872.87277801711,8087.21978249786
2027,NA,7182.48206743671,6615.01678193718,7842.60063009031
2028,NA,6967.22284788631,6364.63841061633,7638.90174957419
2029,NA,6762.2861708601,6118.58453980879,7450.66418749014
2030,NA,6556.7040183,5861.6445010237,7217.43145517505
