year,month,day,data,median,LB,UB
2008,1,1,905,904.5,904,905
2008,12,31,856,808.106202813981,663.302062149935,986.776525174168
2009,12,31,828,766.923038656774,641.185079181382,896.590708938556
2010,12,31,788,766.306594776797,642.097763200733,883.91027721832
2011,12,31,674,762.11954276711,640.319136774554,881.188949752984
2012,12,30,712,758.354543595528,637.433290299082,872.518059732392
2013,12,30,750,752.726249798967,634.493950943078,869.219065832937
2014,12,30,785,746.740000070152,630.572436111601,863.347007951191
2015,12,30,722,740.717465363992,627.539378243398,861.155847066045
2016,12,29,698,736.658227800162,613.408519130833,853.306625951031
2017,12,29,761,730.128002019145,605.186754750975,853.20418039552
2018,12,29,724,724.07432744101,600.175767708521,849.292038513444
2019,12,29,572,719.605669270162,585.733858669782,848.803113060428
2020,12,28,704,711.973820246163,568.904655141553,840.008181452332
2021,12,28,870,708.306564359911,554.626409182712,843.066434598475
