year,month,day,data,median,LB,UB
2008,1,1,905,905,905,905
2008,12,31,856,773.481424204665,650.68417123519,893.371986202096
2009,12,31,828,771.849446119742,657.52388694528,888.491505615098
2010,12,31,788,769.078584149355,655.56792169854,882.234950757562
2011,12,31,674,765.883311824084,651.174904329148,876.279288128346
2012,12,30,712,760.437101416694,651.541562443025,872.901774740736
2013,12,30,750,755.442722959988,646.068017732684,865.396488588778
2014,12,30,785,751.732826738981,638.684489184889,863.329402849265
2015,12,30,722,746.522520455499,633.045555236779,854.727482483114
2016,12,29,698,739.680726683865,627.399175886354,851.391059015323
2017,12,29,761,733.82844811985,616.272438422103,844.419899604123
2018,12,29,724,728.041941942572,608.019452133746,840.55074819661
2019,12,29,572,722.224286567065,600.375635878808,841.396502551594
2020,12,28,704,717.616441893391,581.66041556512,835.595719434547
2021,12,28,870,711.101883538984,571.294975832129,834.839499487792
