Year,data,median,LB,UB
2008,851,850,850,851
2009,754,751.1732152,654.677554,825.5836274
2010,656,664.5188146,592.3973852,730.5210063
2011,591,581.3388928,513.8697454,652.2465313
2012,527,525.2178342,460.8137417,596.6340986
2013,489,497.7872623,436.0821939,568.1410114
2014,480,483.6370924,424.2032461,554.5544673
2015,460,477.826713,418.8811842,545.3818307
2016,467,475.4005776,416.9387069,538.1408517
2017,506,473.3215776,414.4778628,536.0246877
2018,507,474.7801902,412.2251505,535.1185744
2019,486,475.4417245,411.5137913,534.3261434
2020,425,476.2546341,407.4158387,534.4091303
2021,485,476.9187955,407.3444139,537.6032856
2022,505,477.2897733,401.8206778,539.8983235
2023,NaN,477.9026427,398.4304773,542.1546742
2024,NaN,477.5460779,390.6156403,543.7850138
2025,NaN,478.5499887,382.5258943,545.7896501
2026,NaN,479.2614386,374.2355082,552.4861405
2027,NaN,480.2228002,350.1241137,554.1276557
2028,NaN,481.2099551,331.9858261,557.9721651
2029,NaN,481.2171813,319.7754234,560.843862
2030,NaN,481.0463346,308.1424686,563.7493233
