Year,data,median,LB,UB
2008,851,850.5,850,851
2009,754,711.7496496,516.5161126,820.0208072
2010,656,650.719561,507.1226513,739.2372723
2011,591,588.2649092,490.9825076,710.6317413
2012,527,544.978916,457.3347016,690.6970935
2013,489,517.8435145,438.2528319,668.6793526
2014,480,501.254359,422.8689236,647.688699
2015,460,490.3696491,409.2612336,628.6026505
2016,467,483.54468,399.1182577,607.4290827
2017,506,477.3661167,380.5354094,592.3539367
2018,507,471.0958348,362.503932,574.703788
2019,486,467.0022404,339.084232,555.5779611
2020,425,462.4251169,322.2511089,543.4493197
2021,485,458.0564028,301.0219393,541.0386774
2022,505,452.8669173,283.2334532,536.162047
2023,NaN,448.9386259,270.753123,535.4272715
2024,NaN,444.1403577,255.3038413,536.5491852
2025,NaN,439.4912004,236.3148988,537.658647
2026,NaN,434.688907,220.1674752,539.0621282
2027,NaN,432.1373469,203.8928222,543.3625542
2028,NaN,426.6208673,192.4848279,542.1330524
2029,NaN,422.9748664,179.5065462,548.4380819
2030,NaN,419.1029481,161.4174213,545.4823867
