Year,data,median,LB,UB
2008,553,552.5,552,553
2009,540,511.3030931,399.7680058,639.3854848
2010,501,491.3320807,390.1304892,596.9055463
2011,446,473.9585559,373.0594674,571.7546984
2012,444,458.5341297,356.5534155,557.8047996
2013,434,446.9657318,346.0080404,538.7970163
2014,478,438.9385954,338.9185823,535.0913464
2015,398,432.03339,335.2545519,523.3925997
2016,429,426.8302933,329.4167561,518.6891356
2017,429,422.4960097,328.6267062,514.3777062
2018,424,415.3391924,325.8377311,509.4856652
2019,442,411.3934597,321.3267619,506.1792213
2020,320,407.2464781,312.1017445,508.8903698
2021,452,403.6933717,299.8799456,511.2552728
2022,524,400.2793648,290.6175564,514.7511977
2023,NaN,394.839845,281.7436094,521.3384422
2024,NaN,391.1432152,272.9177493,523.8922579
2025,NaN,387.6519045,261.1281027,536.8597884
2026,NaN,383.3429063,254.0826229,538.3851069
2027,NaN,379.7691697,243.0696075,541.5650867
2028,NaN,375.3585239,235.0932651,559.0202692
2029,NaN,370.9446039,222.2312868,563.015867
2030,NaN,367.9359595,213.2845605,565.0438344
