Year,data,median,LB,UB
2008,1963,1962.5,1962,1963
2009,1635,1498.68837,708.8225793,1788.679808
2010,1409,1321.927169,724.6779945,1545.396978
2011,1193,1174.380387,731.2212647,1501.27557
2012,1061,1078.972927,747.1957563,1496.868357
2013,977,1013.556078,745.958212,1504.061677
2014,950,982.6215361,721.8513693,1485.402562
2015,914,967.6213678,720.3743526,1471.772863
2016,887,967.7424089,724.6646401,1468.248585
2017,952,979.5848405,715.7327961,1467.420383
2018,997,1001.607015,707.8714642,1463.352787
2019,1113,1023.807146,672.0040718,1452.451762
2020,921,1050.739865,660.2235925,1436.225535
2021,1137,1084.578362,656.0278199,1435.302066
2022,1205,1113.012062,635.5349734,1431.303368
2023,NaN,1140.486445,616.627354,1447.750263
2024,NaN,1169.770168,603.847461,1442.034197
2025,NaN,1195.073813,575.3734012,1472.972271
2026,NaN,1225.404775,555.5732491,1509.819956
2027,NaN,1245.807792,534.8429241,1540.258504
2028,NaN,1270.941569,520.0536925,1594.334799
2029,NaN,1285.688232,484.1995046,1636.337396
2030,NaN,1297.639093,484.3562819,1678.766074
