Year,data,median,LB,UB
2008,244,243.5,243,244
2009,195,185.1340779,130.4330192,228.0655451
2010,189,180.6456386,136.7773011,217.182401
2011,189,177.4344866,140.1122075,216.7350397
2012,151,175.326931,141.0383628,218.1642207
2013,159,175.40056,141.3307433,220.39863
2014,178,176.8854874,142.962184,222.7055762
2015,175,179.1456792,145.0375728,227.0231337
2016,178,183.2630532,149.1623866,226.1901286
2017,194,187.5551514,152.9257438,227.461504
2018,200,193.0839789,156.4281214,229.757735
2019,205,199.5354388,158.8977931,234.1470055
2020,194,206.0589857,157.6736206,241.9174656
2021,230,212.4344368,158.7931975,252.7095193
2022,230,218.0582115,159.4591181,268.794539
2023,NaN,223.7379627,158.3098739,286.3858994
2024,NaN,228.81641,157.5110696,304.9783552
2025,NaN,231.1865082,156.6091895,325.5871273
2026,NaN,234.1425668,157.1963588,350.1745665
2027,NaN,236.2394103,155.0510278,372.8834595
2028,NaN,239.2049475,154.0681183,395.9289091
2029,NaN,240.5799808,151.4035233,419.4375514
2030,NaN,242.523124,150.1145957,444.6412046
