"Year","data","median","LB","UB"
2008,2141,2141,2141,2141
2009,2199,2168.85276122954,2019.70605727981,2308.68492658226
2010,2213,2215.9961485787,2084.71089699473,2340.48817761388
2011,2205,2244.89724258354,2122.03439603486,2370.9779612774
2012,2224,2260.63900341269,2139.90334044059,2381.28111139141
2013,2209,2267.3641984722,2145.67087776975,2388.87560356326
2014,2297,2269.63219802068,2144.98628026819,2389.65833465487
2015,2299,2270.06564338379,2147.67749815741,2389.71923963239
2016,2369,2265.57486545138,2146.44236941502,2390.41182906026
2017,2296,2261.4707629158,2138.37476202755,2382.53623031644
2018,2249,2251.12675921678,2121.33569031091,2381.63574774136
2019,2165,2244.65020297577,2112.753208384,2376.27212343703
2020,1994,2232.01781666534,2095.42610844081,2371.20955853905
2021,2186,2222.35418725027,2073.756220204,2374.88565391635
2022,2044,2210.19921829764,2052.89725156428,2370.59719912883
2023,2128,2199.24218556665,2021.38270434996,2371.06802307376
2024,NA,2184.49896811385,1995.66988365677,2369.70744156527
2025,NA,2169.40945444764,1970.36815072157,2372.62740181516
2026,NA,2155.53916992329,1941.41692524061,2376.85450022546
2027,NA,2140.87317287963,1916.32154805248,2379.8100923583
2028,NA,2125.64751042401,1873.56775115048,2374.78529331823
2029,NA,2109.23224503867,1830.32344210663,2376.51999714416
2030,NA,2091.76359499388,1799.63473323936,2382.56085779981
