"Year","data","median","LB","UB"
2008,13714,13713.5,13713,13714
2009,13623,13548.0841239671,12827.2305932256,14125.1877616101
2010,13609,13544.040142004,13034.7070077109,14150.6736986528
2011,13192,13449.7505633734,12940.8115066373,14115.7856007123
2012,13490,13389.5427621142,12900.3935876906,14006.1915710996
2013,13064,13331.6993189854,12830.0997103918,13855.5244416039
2014,13446,13258.7964256732,12678.978129856,13736.3800996651
2015,13252,13112.6868268417,12431.7970728625,13600.8940330028
2016,12999,12894.3345759573,12222.9788543401,13380.0604821352
2017,12702,12591.8989887893,11978.3089255941,13078.0771281834
2018,12100,12214.6393793932,11695.2143990477,12757.937005801
2019,11707,11770.6276026035,11259.781173839,12495.7472412552
2020,10231,11316.595970664,10599.0294509991,12231.7944111581
2021,11592,10835.5757704014,9873.19666337636,11986.2360594152
2022,12181,10386.6642533923,9124.8242479087,11738.6492569746
2023,12429,9960.19380976375,8374.90205854974,11516.6362722478
2024,NA,9510.8266104403,7651.79480261753,11293.5663921647
2025,NA,9132.48124633225,6918.55107398643,11061.4821631287
2026,NA,8790.99379197597,6241.21878507818,10793.6811583585
2027,NA,8304.13381528888,5584.3250885082,10600.5265696878
2028,NA,8055.53989073851,4975.64121868299,10420.2801271754
2029,NA,7593.6252599473,4437.70850339562,10171.3597333997
2030,NA,7179.06890630851,3918.73351493852,10033.8508250253
