"Year","data","median","LB","UB"
2008,20910,20910,20910,20910
2009,19645,18808.7501473199,17575.5453148884,20009.8337265395
2010,18741,18463.5198402237,17309.6019515776,19586.982892319
2011,17874,18077.0532892967,16984.6090873063,19185.1646116511
2012,17060,17668.767104006,16607.9525986215,18731.8022427889
2013,16303,17258.7548445055,16205.2932127018,18347.5459232992
2014,16627,16869.4318614953,15786.576644762,17932.6620030301
2015,16582,16477.6504779165,15446.0582484005,17512.475442754
2016,16376,16084.4590996712,15007.5466499213,17143.8415444891
2017,15908,15706.0968569153,14608.028070104,16832.7973158196
2018,15387,15315.8581373269,14180.1376714059,16454.3751930893
2019,15130,14947.5314069727,13804.1477813635,16108.6278467399
2020,12533,14623.4032231367,13451.3490713333,15703.5130327054
2021,14304,14257.0593320397,13036.146336979,15459.2997131956
2022,14546,13913.0519265924,12647.2454684616,15126.3471321295
2023,NA,13569.4210701899,12239.1952267599,14802.3725418176
2024,NA,13250.4132525986,11910.6859818869,14460.5238078886
2025,NA,12950.5399688433,11567.8580019391,14124.3676480549
2026,NA,12616.507604839,11141.7979272792,13794.5639441567
2027,NA,12310.4419687286,10847.0423049374,13547.0136830876
2028,NA,12022.1341725468,10507.9124215697,13251.7649352682
2029,NA,11719.3550435775,10170.6834128219,12975.2664233908
2030,NA,11464.3975534549,9858.89435549366,12692.1341468455
