"Year","data","median","LB","UB"
2008,526,525.5,525,526
2009,452,440.158532066815,370.876532803295,506.84645852354
2010,475,445.414720506882,374.59477430685,509.485283383548
2011,419,437.300644126807,375.270818233476,493.516274156137
2012,427,425.565884440456,370.171911767517,484.197074075603
2013,416,419.103612994623,363.639131865363,482.820416049814
2014,413,418.41727536116,360.096824750894,484.613523649892
2015,384,420.926693017754,366.084997740962,484.75167133472
2016,447,426.800952767497,372.413341466792,484.797837794819
2017,416,432.288147635008,375.953247002593,488.524392797263
2018,438,439.909254311713,378.993337421115,494.79284699573
2019,466,447.403751223231,380.398414282958,506.656768466784
2020,415,452.805986198517,376.456744393711,520.412914013855
2021,457,458.727443837278,377.113955662865,543.100068509047
2022,517,463.105940340898,372.091134558768,561.859768224599
2023,NA,469.188490637039,374.473672532575,585.526588269239
2024,NA,472.342152105452,369.430885965529,605.66217160302
2025,NA,477.16637529089,368.206530924124,627.548315564558
2026,NA,479.321234854692,360.618657096772,649.248633949989
2027,NA,482.600358037324,359.137793851962,671.260254526863
2028,NA,484.677097145893,350.303903469547,691.936969512804
2029,NA,486.994122995553,347.566261625592,708.746505920442
2030,NA,488.162652337681,343.770896785835,733.037285369489
