time,data,median,LB,UB
2017,54.9,54.9,54.9,54.9
2018,56.3,56.3,53.7,59.1
2019,56.9,56.5,54.2,58.8
2020,55.3,56.1,53.7,58.5
2021,56.0,55.5,53.0,58.1
2022,NaN,54.8,51.9,58.1
2023,NaN,54.0,50.7,58.1
2024,NaN,53.1,49.5,58.3
2025,NaN,52.2,48.1,58.3
2026,NaN,51.3,46.7,58.4
2027,NaN,50.3,45.1,58.6
2028,NaN,49.4,43.4,58.7
2029,NaN,48.4,41.8,58.9
2030,NaN,47.3,39.8,58.9
