time,data,median,LB,UB
2017,58.4,58.4,58.4,58.4
2018,59.1,59.1,56.2,62.0
2019,59.8,59.2,56.6,61.8
2020,57.9,58.8,56.1,61.6
2021,58.6,58.3,55.2,61.4
2022,NaN,57.6,53.7,61.3
2023,NaN,56.7,51.8,61.5
2024,NaN,55.7,49.4,61.5
2025,NaN,54.8,46.6,61.7
2026,NaN,53.9,43.4,61.7
2027,NaN,52.8,40.7,61.9
2028,NaN,51.8,37.7,61.9
2029,NaN,50.8,35.1,62.0
2030,NaN,49.7,32.7,62.2
