time,data,median,LB,UB
2017,53.4,53.4,53.4,53.4
2018,55.0,54.9,52.3,57.5
2019,55.5,55.3,53.0,57.5
2020,54.3,55.0,52.6,57.3
2021,55.1,54.4,51.9,57.0
2022,NaN,53.7,50.5,57.1
2023,NaN,52.8,48.6,57.1
2024,NaN,51.8,46.0,57.2
2025,NaN,50.6,43.1,57.6
2026,NaN,49.5,40.5,57.6
2027,NaN,48.4,37.4,57.8
2028,NaN,47.1,34.8,57.9
2029,NaN,45.9,32.4,58.0
2030,NaN,44.8,29.9,58.2
