Year,data,median,LB,UB
2008,13791,13790.5,13790,13791
2009,12551,12167.54072,10655.04698,13881.97385
2010,11750,11523.12056,10187.75838,12875.41774
2011,10888,11006.51959,9709.930685,12260.7247
2012,10154,10552.96755,9248.151136,11806.68912
2013,9627,10117.29009,8817.405695,11358.43454
2014,9587,9711.128221,8442.789283,10951.93597
2015,9370,9355.747609,8110.999762,10540.98165
2016,9482,8983.28707,7804.385445,10169.94025
2017,8879,8649.447902,7453.574924,9876.0453
2018,8643,8311.568721,7145.741969,9523.506467
2019,8272,8005.176718,6797.696191,9253.763776
2020,6483,7690.83482,6446.656337,8961.934404
2021,7851,7392.574884,6141.65379,8684.040706
2022,8380,7100.738069,5805.080924,8447.782132
2023,NaN,6794.336589,5461.677187,8263.806849
2024,NaN,6560.528866,5203.696023,8018.109796
2025,NaN,6292.82969,4895.002962,7841.853617
2026,NaN,6025.497214,4615.125687,7645.689485
2027,NaN,5789.619306,4271.94603,7502.108567
2028,NaN,5541.805175,4073.804992,7337.396413
2029,NaN,5337.256911,3715.759627,7134.215883
2030,NaN,5137.240354,3604.863119,7040.368356
