Year,data,median,LB,UB
2008,13791,13791,13791,13791
2009,12551,11863.81111,10521.20019,13160.49353
2010,11750,11535.13782,10280.33257,12755.18352
2011,10888,11133.2266,9927.755326,12343.71296
2012,10154,10716.1758,9510.840506,11871.86014
2013,9627,10273.83462,9145.729844,11449.80496
2014,9587,9854.584619,8691.701756,11015.47286
2015,9370,9457.58104,8303.365762,10606.49718
2016,9482,9065.464224,7934.583299,10229.80935
2017,8879,8652.651577,7491.14123,9788.122921
2018,8643,8283.726416,7139.507196,9483.085893
2019,8272,7908.46275,6786.959963,9062.571296
2020,6483,7582.209153,6407.084919,8721.560683
2021,7851,7245.798567,6023.488807,8423.058606
2022,8380,6919.591679,5682.096865,8100.048691
2023,NaN,6604.127919,5372.200648,7716.729419
2024,NaN,6289.796402,5054.348715,7476.097872
2025,NaN,6029.429489,4772.953918,7160.123713
2026,NaN,5749.650183,4486.275413,6923.930861
2027,NaN,5482.370228,4214.608744,6644.85612
2028,NaN,5244.183596,3963.099495,6424.481498
2029,NaN,4985.380072,3722.570774,6172.818018
2030,NaN,4767.567038,3472.414181,5932.091508
