Year,data,median,LB,UB
2008,8142,8142,8142,8142
2009,7461,7024.551094,6180.561621,7850.973811
2010,6918,6794.721402,6017.868073,7592.979938
2011,6473,6551.693476,5792.910296,7308.600098
2012,5880,6285.637393,5546.702928,7029.979823
2013,5649,6037.963246,5284.830085,6768.481711
2014,5555,5798.571586,5049.679492,6526.07329
2015,5603,5550.533516,4828.664147,6276.472032
2016,5544,5311.877793,4574.654652,6027.731928
2017,5225,5092.32155,4378.657839,5852.385386
2018,5137,4880.017159,4143.558365,5625.123567
2019,4858,4668.80709,3911.698593,5424.865659
2020,3804,4475.501812,3679.488938,5199.673451
2021,4668,4267.990927,3492.317823,5032.456022
2022,4989,4091.542956,3267.730268,4848.636212
2023,NaN,3913.30611,3090.574445,4672.702038
2024,NaN,3741.571876,2899.512038,4501.754071
2025,NaN,3583.582816,2722.794944,4333.336412
2026,NaN,3426.51302,2538.197703,4206.401845
2027,NaN,3275.165292,2349.988223,4058.808552
2028,NaN,3135.708194,2228.894244,3948.109941
2029,NaN,3000.393744,2077.355559,3778.805046
2030,NaN,2863.293642,1926.280752,3652.433177
