Year,data,median,LB,UB
2008,7616,7616,7616,7616
2009,7132,6855.339729,6257.334338,7437.467554
2010,6879,6794.47026,6251.969632,7347.137206
2011,6588,6676.681042,6148.079342,7218.992566
2012,6462,6542.272721,6011.204855,7080.845085
2013,6034,6404.456403,5891.089901,6932.845914
2014,6203,6243.646756,5700.038282,6757.589451
2015,6064,6067.823663,5553.38432,6604.149402
2016,6069,5908.859051,5397.29889,6419.303769
2017,5905,5742.655541,5212.61482,6247.708215
2018,5683,5565.410091,5030.52921,6084.75093
2019,5538,5397.987759,4871.03356,5912.491448
2020,4672,5234.723199,4696.510883,5762.286921
2021,5221,5071.781749,4547.000577,5595.4173
2022,5145,4915.152001,4362.686026,5451.649991
2023,NaN,4752.593579,4205.135906,5285.017463
2024,NaN,4600.18812,4047.464048,5138.716727
2025,NaN,4444.715141,3868.854672,4983.600798
2026,NaN,4303.567382,3743.900013,4837.345658
2027,NaN,4161.920264,3588.119463,4699.19911
2028,NaN,4030.186511,3425.026914,4582.801489
2029,NaN,3885.666726,3298.423829,4437.043529
2030,NaN,3766.40786,3152.775406,4334.414347
