year,month,day,data,median,LB,UB
2008,1,1,1139,1138,1138,1138
2008,12,31,942,936.563053880301,888.60006405093,983.39879822383
2009,12,31,822,814.968532793625,766.744954384904,861.741668080393
2010,12,31,638,664.315195538092,622.458276456988,708.188132189001
2011,12,31,556,542.14599983013,501.277309456419,585.88184284624
2012,12,30,465,458.790986596834,417.999039442856,501.930647572225
2013,12,30,415,408.369397266048,368.241333952915,449.22926877311
2014,12,30,365,379.165266100811,340.785707775455,420.280721328217
2015,12,30,354,364.399248216627,323.964185209433,403.647057811214
2016,12,29,340,356.370389874078,315.369572416313,395.418443155527
2017,12,29,354,352.25167171479,311.033708634804,390.362164625316
2018,12,29,359,350.053228568774,306.703524355686,389.433190737637
2019,12,29,NaN,347.410391145063,302.654380511406,388.8366984256
2020,12,28,NaN,345.295678153698,298.330399327721,388.71247161219
2021,12,28,NaN,341.877707830415,293.241311467722,388.287054367002
2022,12,28,NaN,337.380177282506,287.654932943909,387.012911937054
2023,12,28,NaN,331.669217143495,281.467817977807,385.521149136777
2024,12,27,NaN,324.331515568969,276.124401111705,384.21371665555
2025,12,27,NaN,316.533477568387,266.276334356619,385.358767853128
2026,12,27,NaN,307.109462463277,255.690000634544,387.299681515979
2027,12,27,NaN,295.886084636834,243.209458814442,390.156089116843
2028,12,26,NaN,285.792805678454,233.089480002567,390.912905000323
2029,12,26,NaN,273.556480219404,223.874469518988,397.391292353073
