Year,data,median,LB,UB
2008,6955,6954.5,6954,6955
2009,6678,6682.582982,6117.764454,7233.606755
2010,6619,6490.808999,6004.338545,6995.647115
2011,6177,6299.375905,5838.297078,6757.427024
2012,6083,6104.008729,5631.985239,6551.936816
2013,5753,5900.223154,5461.467515,6354.415619
2014,5707,5711.577599,5274.73581,6164.847984
2015,5679,5515.759103,5090.242312,5976.180297
2016,5406,5332.389182,4879.317851,5781.224409
2017,5215,5147.903091,4707.552281,5589.180018
2018,5058,4977.477967,4527.569938,5428.293148
2019,4761,4807.366728,4367.804583,5272.561931
2020,4193,4645.327579,4169.92027,5107.072431
2021,4779,4482.638827,4016.156683,4956.680065
2022,4683,4331.765292,3848.538097,4816.650299
2023,NaN,4172.281909,3685.179216,4660.561234
2024,NaN,4037.369046,3527.558006,4537.298699
2025,NaN,3891.934302,3370.863258,4412.03541
2026,NaN,3760.145716,3221.719851,4314.368706
2027,NaN,3631.30899,3091.89701,4204.61552
2028,NaN,3501.837804,2950.171731,4067.231208
2029,NaN,3385.648839,2824.414116,4009.236572
2030,NaN,3263.614783,2689.816668,3889.708982
