Year,data,median,LB,UB
2008,6955,6955,6955,6955
2009,6678,6672.277695,6198.898096,7132.814265
2010,6619,6494.735107,6055.706933,6911.999325
2011,6177,6306.649994,5899.987252,6720.140052
2012,6083,6109.17272,5689.657119,6523.50054
2013,5753,5905.823147,5506.726327,6311.424008
2014,5707,5710.959001,5310.996818,6121.032479
2015,5679,5519.826671,5123.062515,5929.651846
2016,5406,5336.84066,4935.930063,5745.348967
2017,5215,5154.873507,4750.99806,5553.229594
2018,5058,4978.486545,4568.085179,5404.951979
2019,4761,4811.205129,4387.949163,5212.24992
2020,4193,4645.281345,4225.893364,5060.065744
2021,4779,4475.717465,4051.886566,4893.40807
2022,4683,4328.322829,3888.748438,4745.024912
2023,NaN,4177.864395,3736.936337,4592.097853
2024,NaN,4029.113481,3588.399848,4467.806117
2025,NaN,3884.431526,3427.236226,4322.574149
2026,NaN,3753.710392,3292.898888,4176.378294
2027,NaN,3619.490502,3153.575239,4051.878232
2028,NaN,3499.622735,3021.999359,3936.335395
2029,NaN,3365.523625,2873.779793,3809.648088
2030,NaN,3252.892803,2747.555779,3686.670886
