Year,data,median,LB,UB
2008,2202,2202,2202,2202
2009,2141,1997.148969,1687.385927,2305.077553
2010,2007,1945.828046,1654.839044,2231.316914
2011,1804,1888.617893,1605.015758,2169.156715
2012,1627,1821.404041,1538.683709,2089.662381
2013,1640,1761.410767,1481.835123,2032.783221
2014,1708,1698.431334,1429.20428,1968.43929
2015,1617,1631.662947,1355.799852,1903.22692
2016,1610,1576.755715,1302.394281,1847.475819
2017,1524,1514.157471,1250.89264,1792.734506
2018,1572,1453.947275,1180.370402,1734.782106
2019,1509,1397.602799,1124.427241,1667.29146
2020,1170,1345.392862,1058.301032,1620.591174
2021,1495,1291.533719,1004.44427,1572.635461
2022,1781,1240.156387,948.8715624,1524.75143
2023,NaN,1188.787007,904.9744183,1475.19474
2024,NaN,1142.999911,850.2382406,1421.846383
2025,NaN,1096.692625,785.9322629,1376.816308
2026,NaN,1052.98799,747.7670614,1349.366292
2027,NaN,1013.921207,694.3446444,1303.54696
2028,NaN,974.457162,651.6029679,1258.051456
2029,NaN,937.1127175,616.1975892,1222.157218
2030,NaN,899.2527867,579.2383182,1184.91702
