Year,data,median,LB,UB
2008,2141,2140.5,2140,2141
2009,2199,2146.045631,1916.449474,2376.601072
2010,2213,2217.203539,2023.747879,2411.509986
2011,2205,2256.668906,2070.528643,2446.745296
2012,2224,2276.946672,2087.637911,2466.589063
2013,2209,2279.413688,2092.425077,2462.140738
2014,2297,2277.925683,2089.84142,2466.948553
2015,2299,2268.21377,2083.82047,2450.796208
2016,2369,2256.728458,2068.009636,2436.743887
2017,2296,2232.372918,2047.120674,2417.594559
2018,2249,2211.230102,2022.353642,2400.589903
2019,2165,2186.749718,1997.467741,2384.614738
2020,1994,2162.457684,1969.492309,2360.287116
2021,2186,2133.135553,1925.167714,2340.915282
2022,2044,2103.855433,1893.897718,2321.983567
2023,NaN,2077.937613,1851.248973,2303.444095
2024,NaN,2045.349179,1795.343226,2297.913579
2025,NaN,2010.621619,1751.042727,2298.102217
2026,NaN,1980.046927,1704.584739,2297.026827
2027,NaN,1946.730148,1645.554123,2292.878488
2028,NaN,1914.012625,1601.631889,2292.748345
2029,NaN,1880.972992,1544.057131,2297.073985
2030,NaN,1850.031896,1495.496517,2301.486673
