Year,data,median,LB,UB
2008,2141,2141,2141,2141
2009,2199,2146.558607,1951.003639,2340.680672
2010,2213,2218.512989,2036.697204,2394.378896
2011,2205,2257.425554,2083.681531,2432.99239
2012,2224,2275.905139,2102.213122,2446.914821
2013,2209,2279.02126,2107.740463,2446.367679
2014,2297,2274.089825,2106.709721,2443.192995
2015,2299,2268.602396,2093.866372,2436.012626
2016,2369,2252.744095,2082.50176,2416.704246
2017,2296,2232.739995,2068.429336,2403.005462
2018,2249,2214.538304,2042.495318,2381.515097
2019,2165,2190.441237,2020.38168,2364.150105
2020,1994,2164.690442,1989.339588,2343.801129
2021,2186,2138.449652,1956.703114,2319.592258
2022,2044,2109.951609,1920.962973,2305.692756
2023,NaN,2080.021448,1884.446799,2292.185174
2024,NaN,2050.814147,1848.786518,2278.100849
2025,NaN,2020.151394,1798.171461,2268.481523
2026,NaN,1987.315129,1756.715787,2266.280629
2027,NaN,1958.304603,1716.035332,2255.693589
2028,NaN,1925.160132,1659.851202,2254.944964
2029,NaN,1894.466903,1616.04631,2243.224119
2030,NaN,1861.699042,1571.106305,2236.140443
