"Year","data","median","LB","UB"
2008,5654,5653.5,5653,5654
2009,5094,4956.20374400132,4558.21312441716,5364.49764089689
2010,4833,4751.3899743466,4406.7695399259,5079.15517473784
2011,4419,4536.51464611467,4213.90507586706,4856.68206405479
2012,4275,4337.24477454619,4012.04173241761,4664.14410487253
2013,3978,4157.44147400691,3833.81172271915,4508.63961621224
2014,4032,3999.09242520978,3678.96497759247,4336.96695211273
2015,3770,3853.36388973326,3546.25554716347,4188.66535996528
2016,3943,3732.14379502725,3423.12371197001,4050.24621477081
2017,3655,3615.73457074255,3300.24540485271,3924.46162262615
2018,3506,3517.69913994577,3165.89740742165,3862.58188672446
2019,3418,3425.94611718837,3034.32696603376,3798.8685446241
2020,2685,3337.09226385948,2893.1235912828,3770.21002442698
2021,3185,3252.23716289964,2779.43830403179,3773.49111098045
2022,3399,3174.09220651947,2633.4513636954,3752.32574198327
2023,NA,3088.48855588774,2504.03236135393,3755.63867839864
2024,NA,3017.36944904962,2376.76099564457,3771.31139963069
2025,NA,2938.22838123751,2272.97170022214,3773.08922762326
2026,NA,2863.03390572966,2156.17997688448,3777.2576122014
2027,NA,2766.90291940338,2033.54545972465,3786.8360124508
2028,NA,2689.71780773005,1942.65542460477,3789.60813503976
2029,NA,2596.3361717078,1855.44923365221,3799.1598046042
2030,NA,2484.20070654693,1753.95510976305,3811.88474810113
