year,month,day,data,median,LB,UB
2008,1,1,1963,1962,1962,1962
2008,12,31,1635,1625.5299616291,1530.12119185156,1718.31794350933
2009,12,31,1409,1412.96874368029,1333.4760033859,1499.61202072631
2010,12,31,1193,1205.17957171959,1125.86998731109,1282.78602065299
2011,12,31,1061,1053.16772053858,973.365561069908,1131.35709118624
2012,12,30,977,961.802526734398,885.996657215465,1040.24013240554
2013,12,30,950,922.031846810071,849.065684526492,996.864335193092
2014,12,30,914,915.677579783917,842.611032596169,989.51499364962
2015,12,30,887,935.252854762485,862.934085498432,1008.31391663978
2016,12,29,952,969.265323127862,894.068233235877,1045.02855878415
2017,12,29,997,1013.93243454521,937.644076549661,1091.72062298603
2018,12,29,1113,1067.07433854789,985.18530443623,1148.95592909521
2019,12,29,921,1123.9634938931,1036.40807874612,1211.06559129587
2020,12,28,1137,1188.04002069874,1084.03156351002,1277.84540340886
2021,12,28,1205,1250.53026255688,1133.45850619023,1349.39034307318
