time,data,median,LB,UB
2017,77.0,77.0,77.0,77.0
2018,77.3,76.5,72.8,79.8
2019,77.7,77.0,73.7,80.5
2020,75.9,77.3,73.9,80.7
2021,77.2,77.5,73.8,80.9
2022,NaN,77.5,72.7,81.5
2023,NaN,77.6,71.0,81.7
2024,NaN,77.6,68.4,82.1
2025,NaN,77.7,66.1,82.4
2026,NaN,77.8,63.7,82.8
2027,NaN,77.7,60.6,83.2
2028,NaN,77.7,57.7,83.4
2029,NaN,77.8,55.1,83.7
2030,NaN,77.7,52.6,83.8
