time,data,median,LB,UB
2017,74.2,74.2,74.2,74.2
2018,75.2,74.0,70.2,77.5
2019,75.2,74.8,71.5,78.2
2020,73.8,75.2,71.9,78.6
2021,75.3,75.6,71.4,79.0
2022,NaN,75.8,69.7,79.6
2023,NaN,75.9,67.5,80.2
2024,NaN,76.2,64.6,80.6
2025,NaN,76.3,61.4,81.0
2026,NaN,76.5,58.6,81.6
2027,NaN,76.6,56.5,81.8
2028,NaN,76.7,54.1,82.2
2029,NaN,76.8,51.0,82.6
2030,NaN,76.9,47.9,83.2
