time,data,median,LB,UB
2017,73.9,73.9,73.9,73.9
2018,74.4,74.0,69.6,78.3
2019,75.2,74.6,70.7,78.4
2020,72.9,74.2,70.4,78.1
2021,74.0,73.2,68.8,77.6
2022,NaN,71.8,66.6,77.5
2023,NaN,70.1,63.7,77.4
2024,NaN,68.3,59.7,77.9
2025,NaN,66.2,55.2,77.8
2026,NaN,64.1,50.2,78.2
2027,NaN,62.0,45.5,78.3
2028,NaN,59.9,41.8,78.6
2029,NaN,57.8,37.1,78.5
2030,NaN,55.8,33.3,78.9
