time,data,median,LB,UB
2017,80.3,80.3,80.3,80.3
2018,80.2,80.0,76.2,83.9
2019,80.6,80.3,76.9,83.8
2020,78.9,80.0,76.6,83.7
2021,80.3,79.4,75.4,83.4
2022,NaN,78.5,73.7,83.6
2023,NaN,77.5,71.2,83.7
2024,NaN,76.3,67.9,83.9
2025,NaN,75.0,64.0,84.2
2026,NaN,73.8,60.0,84.3
2027,NaN,72.3,55.9,84.7
2028,NaN,71.0,52.0,84.8
2029,NaN,69.6,48.1,85.0
2030,NaN,68.2,44.3,84.9
