Year,data,median,LB,UB
2008,905,904.5,904,905
2009,856,825.7331684,660.4789512,1018.656355
2010,828,803.2519673,655.5458061,953.3198182
2011,788,781.9187195,633.6928688,923.4130943
2012,674,764.2217229,615.8996307,904.9760719
2013,712,746.6538678,603.2001864,881.9416345
2014,750,738.3222929,588.6019789,873.2304285
2015,785,724.9302014,582.7385979,859.8839104
2016,722,717.586006,578.5271814,855.0338152
2017,698,711.3783679,569.5185692,842.5195275
2018,761,701.8715591,566.6421556,843.6454789
2019,724,696.4196768,556.9417094,838.5751826
2020,572,688.1361908,551.1623225,839.4139008
2021,704,680.6177624,524.4984173,841.5824417
2022,870,670.8852492,516.4235375,848.8170596
2023,NaN,661.1589707,501.3387304,861.9712425
2024,NaN,657.3167317,485.6836139,876.5938092
2025,NaN,649.9297279,468.6615314,881.56375
2026,NaN,641.7866261,451.5298086,899.0349828
2027,NaN,634.2844628,425.9721099,902.2760897
2028,NaN,623.8034435,409.9898728,916.9296608
2029,NaN,615.1580199,398.0632838,923.2615004
2030,NaN,610.0359311,383.4197283,938.5143674
