Year,data,median,LB,UB
2008,5979,5978.5,5978,5979
2009,5446,5301.895415,4605.242629,6087.249404
2010,5043,4937.455037,4340.04162,5521.919064
2011,4700,4695.561076,4132.574874,5238.027982
2012,4267,4465.150168,3931.732935,4992.725083
2013,3974,4236.14688,3704.258154,4770.769916
2014,3860,4032.129163,3482.754076,4553.111828
2015,3837,3829.587663,3295.675334,4352.543044
2016,3811,3639.205394,3107.670098,4167.672943
2017,3592,3458.364744,2935.823919,3990.664804
2018,3439,3274.352814,2753.769855,3806.936357
2019,3240,3116.878916,2580.209266,3641.30627
2020,2483,2954.352137,2430.052339,3499.175009
2021,3033,2812.051044,2248.499018,3392.900614
2022,3141,2664.701003,2105.872107,3264.243022
2023,NaN,2533.567892,1961.578856,3148.045374
2024,NaN,2400.55693,1829.332637,3097.313072
2025,NaN,2279.341909,1692.03725,2987.406566
2026,NaN,2163.305628,1582.903958,2931.120306
2027,NaN,2048.668493,1469.110154,2881.130101
2028,NaN,1954.816151,1346.251672,2852.283819
2029,NaN,1852.56395,1257.590076,2817.258338
2030,NaN,1755.117328,1159.434507,2765.068576
