Year,data,median,LB,UB
2008,5979,5979,5979,5979
2009,5446,5180.566619,4614.078484,5745.049408
2010,5043,4966.257758,4438.910967,5488.309897
2011,4700,4729.323854,4224.385649,5241.123686
2012,4267,4492.395935,3992.739411,5002.235059
2013,3974,4276.837557,3781.994556,4776.102134
2014,3860,4053.894913,3568.781384,4538.762143
2015,3837,3853.329621,3363.130597,4342.930483
2016,3811,3636.65912,3150.180708,4134.071787
2017,3592,3459.466142,2964.878217,3956.494295
2018,3439,3274.205082,2777.411258,3767.131779
2019,3240,3108.81536,2602.018094,3601.520922
2020,2483,2936.840454,2423.521437,3437.558625
2021,3033,2770.965271,2275.651824,3280.552442
2022,3141,2627.914099,2101.506354,3134.434917
2023,NaN,2489.704887,1967.136639,2998.296498
2024,NaN,2353.689555,1819.23615,2861.605466
2025,NaN,2234.923235,1690.359832,2738.038396
2026,NaN,2112.329609,1578.174159,2629.385311
2027,NaN,1998.342074,1453.640935,2516.728964
2028,NaN,1893.255007,1344.939427,2417.613957
2029,NaN,1791.402377,1232.151342,2313.729521
2030,NaN,1697.260097,1147.648332,2244.516293
