"Year","data","median","LB","UB"
2008,12762,12762,12762,12762
2009,12432,12138.3084728035,11459.6950605044,12801.0441726921
2010,12273,12362.0645118767,11730.334506559,12977.2996015554
2011,12288,12477.062554434,11864.719430313,13071.1036566161
2012,12281,12544.6069441195,11939.5027107781,13121.8461178114
2013,12298,12561.1014276034,11944.5511928597,13149.7144511835
2014,12772,12555.9273142097,11947.8182709715,13127.8349138606
2015,12937,12531.3177673231,11941.7166440613,13124.9730182284
2016,12796,12488.9213823956,11899.2072310655,13092.294442926
2017,12484,12451.1416416041,11854.2455128893,13052.0658515811
2018,12248,12399.3265779753,11782.2250609786,13034.5262590039
2019,12124,12332.4764143867,11686.5126823167,12981.432446855
2020,10233,12273.2619280099,11592.4256454631,12948.1153363209
2021,12198,12200.2278877165,11508.7084760946,12947.0878429468
2022,13016,12122.1467826498,11384.8822614132,12926.6228389492
2023,NA,12027.8370629227,11279.2483899274,12909.4293978978
2024,NA,11946.0456728447,11172.4771845146,12903.5116049316
2025,NA,11842.9120855958,11037.0419674615,12944.1658449116
2026,NA,11747.2836614309,10884.7235699166,12939.2350196747
2027,NA,11646.2786070658,10766.3892643497,12922.7136930125
2028,NA,11541.0727106744,10629.097423583,12956.3374170031
2029,NA,11447.5408005915,10492.8283486623,12954.4865846225
2030,NA,11348.5303940855,10381.6088786218,12955.4235870158
