"Year","data","median","LB","UB"
2008,7616,7615.5,7615,7616
2009,7132,7014.05682248569,6638.79120840758,7446.00474858263
2010,6879,6828.47019417117,6504.10834552578,7162.83876615669
2011,6588,6639.03513711107,6325.57628830948,6959.12775391997
2012,6462,6467.26376132139,6135.60867621395,6798.73460730427
2013,6034,6315.82055703408,5973.77865746347,6645.18140329166
2014,6203,6174.19217696074,5849.06179684431,6503.17242778779
2015,6064,6051.57300854489,5735.5399037711,6367.39258621389
2016,6069,5932.36347109931,5626.78462823815,6240.3767599823
2017,5905,5817.5305801311,5510.00943462843,6126.21824335909
2018,5683,5713.41471504876,5380.57652236101,6029.92527335114
2019,5538,5598.53473009393,5246.10044778863,5944.44527920686
2020,4672,5486.79600546109,5107.88566360513,5870.96275129492
2021,5221,5378.98217184451,4958.74610965231,5802.07909190606
2022,5145,5268.47384569039,4813.22029060676,5737.86131473414
2023,NA,5151.71950186291,4663.50203971034,5635.89329610708
2024,NA,5032.17364571922,4479.74543328833,5553.32419140302
2025,NA,4913.09973208605,4333.37712777796,5435.48224503517
2026,NA,4798.97312589469,4161.54540230297,5324.77701252206
2027,NA,4680.64461167599,3972.82979252617,5210.33748108047
2028,NA,4559.95341114821,3791.99049316908,5082.7180812339
2029,NA,4445.05028753076,3654.95557101972,4930.26446266792
2030,NA,4329.72787464397,3496.06022375269,4793.15088593834
