"Year","data","median","LB","UB"
2008,2713,2712.5,2712,2713
2009,2624,2551.58274373682,2305.37126573408,2846.77519934894
2010,2654,2622.63051660206,2384.85772341207,2840.49620448805
2011,2653,2739.44170077907,2529.12939171091,2942.03056509455
2012,2855,2825.54270246717,2629.56184899432,3027.10584249915
2013,2741,2904.32097130617,2708.06513411553,3101.16411367336
2014,2994,2964.60113603828,2765.14546689016,3161.13098591656
2015,3021,3020.62996666335,2823.97459690164,3213.45601481455
2016,3177,3069.88186546869,2872.12365105757,3267.38993366635
2017,3087,3116.28812620039,2912.63511704795,3318.26893263479
2018,3172,3153.83495105739,2944.04757287838,3355.10738340675
2019,3197,3190.33281954843,2970.8215431159,3409.39937144657
2020,2756,3225.1834933068,2997.65472834316,3449.22890954876
2021,3282,3258.27609540478,3009.88066399755,3490.50549245241
2022,3923,3286.57184297215,3031.34960947461,3522.55207022198
2023,3937,3315.90932108938,3045.63945282776,3571.34622191605
2024,NA,3340.19847307642,3043.57748751766,3600.93546488235
2025,NA,3367.71023924586,3048.00445296394,3645.12236656539
2026,NA,3392.26419197844,3042.57150983638,3694.83579828426
2027,NA,3412.61479765404,3052.65420520601,3721.97724869681
2028,NA,3432.83046174599,3035.29722142239,3760.82937201793
2029,NA,3455.29719969777,3013.20342265003,3805.32500639328
2030,NA,3478.76496925875,2994.36171995003,3855.80476575073
