time,data,median,LB,UB
2017,71.3,71.3,71.3,71.3
2018,71.0,70.8,67.3,74.2
2019,70.9,70.4,67.5,73.4
2020,68.5,69.6,66.6,72.5
2021,69.3,68.6,65.2,72.0
2022,NaN,67.5,63.0,71.4
2023,NaN,66.6,59.9,71.1
2024,NaN,65.6,56.5,70.9
2025,NaN,64.6,52.6,70.7
2026,NaN,63.7,48.7,70.5
2027,NaN,62.7,45.6,70.7
2028,NaN,61.8,42.0,70.5
2029,NaN,60.7,38.5,70.7
2030,NaN,59.8,35.8,70.7
