time,data,median,LB,UB
2017,68.2,68.2,68.2,68.2
2018,68.1,67.9,64.5,71.2
2019,68.0,67.4,64.5,70.4
2020,65.6,66.7,63.8,69.6
2021,66.3,65.8,62.6,69.1
2022,NaN,64.9,60.7,68.7
2023,NaN,63.9,58.7,68.3
2024,NaN,63.0,55.7,68.3
2025,NaN,62.1,52.4,68.3
2026,NaN,61.2,49.3,68.5
2027,NaN,60.3,45.5,68.5
2028,NaN,59.4,42.4,68.6
2029,NaN,58.4,39.9,68.7
2030,NaN,57.6,36.4,68.7
