"Year","data","median","LB","UB"
2008,13791,13791,13791,13791
2009,12551,11653.9212943974,10371.385604197,12938.32152683
2010,11750,11454.3276492737,10225.254897404,12675.4331323297
2011,10888,11125.8498466915,9981.0986685414,12289.3095205503
2012,10154,10745.0929596189,9599.73564985616,11918.3373897488
2013,9627,10359.6283556615,9199.6010347779,11530.8157846097
2014,9587,9961.02751044219,8817.46111030197,11119.3597642731
2015,9370,9527.88839465919,8388.67069370033,10685.5799457113
2016,9482,9111.06793927941,7965.10526003598,10254.1882993264
2017,8879,8702.32885178299,7577.4288236777,9871.78441713055
2018,8643,8318.13642122924,7161.46849751218,9495.96879816282
2019,8272,7943.75962659618,6733.10723680161,9173.79027814549
2020,6483,7585.23332685676,6398.04572325267,8827.68115070806
2021,7851,7194.15774658694,6057.97718801321,8527.26831735673
2022,8380,6851.3331875972,5651.5753002677,8247.7013303846
2023,NA,6534.16503656418,5319.73674576655,8007.96159257439
2024,NA,6197.07593177556,4919.26676239803,7809.87873294802
2025,NA,5889.24679840062,4663.32239927459,7452.85090889995
2026,NA,5578.9483499556,4331.60193973969,7198.73383160987
2027,NA,5317.40618146794,4057.33190818581,6993.62648473501
2028,NA,5043.12815955635,3723.07875794099,6732.98781864843
2029,NA,4791.09963545643,3504.71370561157,6581.79835654156
2030,NA,4547.54920906307,3251.00455842495,6329.6265033513
