Year,data,median,LB,UB
2008,22921,22920.5,22920,22921
2009,21966,21710.43535,19388.50593,24164.85693
2010,21359,21250.96481,19302.79264,23275.90926
2011,20269,20852.09789,18886.97659,22654.16067
2012,20263,20376.32652,18463.00531,22247.23684
2013,19285,19920.7293,18036.60338,21701.25299
2014,19706,19483.15343,17609.12038,21311.74893
2015,19364,19040.47281,17175.91983,20853.59122
2016,19232,18582.56257,16757.64258,20373.30884
2017,18697,18132.99691,16296.32083,19970.8477
2018,18103,17693.57878,15890.35655,19527.26509
2019,17527,17304.61205,15470.12703,19240.59899
2020,14848,16869.68778,14995.15139,18758.44883
2021,17068,16480.1493,14535.4946,18439.33316
2022,17808,16100.35278,14069.1912,18098.81589
2023,NaN,15697.86526,13602.03904,17752.31359
2024,NaN,15297.72403,13144.48455,17576.2128
2025,NaN,14929.59037,12757.54339,17308.80914
2026,NaN,14587.92525,12299.36324,17060.35132
2027,NaN,14243.10543,11756.91183,16887.38089
2028,NaN,13883.26572,11352.70635,16731.70241
2029,NaN,13515.45627,10947.98484,16689.35179
2030,NaN,13224.26636,10510.88522,16630.23597
