year,data,median,LB,UB
2008,5803,5802.5,5802,5803
2009,5820,5783.021223,5326.092374,6203.746713
2010,5694,5694.618963,5318.71286,6073.83319
2011,5696,5685.324668,5308.065214,6079.136863
2012,5574,5716.476018,5369.174468,6099.822363
2013,5598,5783.690332,5466.09317,6126.755569
2014,5969,5846.952976,5504.927002,6175.519325
2015,6113,5902.604565,5525.922601,6241.702523
2016,5939,5921.926151,5543.135228,6268.498555
2017,5905,5909.022309,5540.953087,6250.628014
2018,5759,5859.412328,5520.465822,6202.11549
2019,5798,5776.302574,5406.145218,6177.820729
2020,4963,5683.542522,5195.016986,6196.291101
2021,5559,5593.620322,4897.933697,6203.680327
2022,5742,5543.941183,4586.077801,6207.720389
2023,NaN,5503.520133,4290.077299,6232.283651
2024,NaN,5465.970722,3941.857682,6222.071709
2025,NaN,5454.096651,3626.088872,6239.83661
2026,NaN,5415.87703,3285.090833,6260.581038
2027,NaN,5396.296336,2980.658662,6260.247058
2028,NaN,5346.06605,2688.146296,6281.847325
2029,NaN,5295.232407,2395.649126,6297.456689
2030,NaN,5270.07843,2127.634049,6293.67421
