Year,data,median,LB,UB
2008,5803,5803,5803,5803
2009,5820,5689.94873,5275.680827,6090.69436
2010,5694,5738.818167,5356.95075,6110.01131
2011,5696,5770.221375,5414.613648,6130.292079
2012,5574,5791.852879,5432.851246,6143.997241
2013,5598,5806.884134,5446.747185,6174.32368
2014,5969,5820.844608,5471.937108,6175.879372
2015,6113,5837.354152,5477.719307,6193.152738
2016,5939,5839.529274,5471.35511,6199.94517
2017,5905,5847.588,5483.758813,6222.085918
2018,5759,5849.128865,5481.052158,6216.929952
2019,5798,5859.003774,5464.848915,6234.68657
2020,4963,5864.516971,5472.679168,6257.024012
2021,5559,5867.59508,5441.979575,6269.216516
2022,5742,5863.675352,5435.465245,6271.630544
2023,NaN,5873.933933,5412.960538,6289.788602
2024,NaN,5873.853559,5354.244674,6308.058251
2025,NaN,5882.232971,5333.868659,6315.28796
2026,NaN,5883.091362,5266.370779,6316.823642
2027,NaN,5885.144778,5221.474316,6326.066509
2028,NaN,5888.822368,5139.881612,6340.050726
2029,NaN,5886.434695,5083.688321,6349.770194
2030,NaN,5892.36673,5008.293289,6357.778949
