Year,data,median,LB,UB
2008,46703,46703,46703,46703
2009,44324,43272.09268,38910.48958,47453.02906
2010,42775,42641.06076,38509.04252,46604.34382
2011,40945,41871.2264,38111.70076,45761.21419
2012,40183,41071.36372,37204.25078,44764.735
2013,38931,40345.81605,36642.38313,43883.61805
2014,39653,39451.83857,35679.80857,42982.19445
2015,39543,38626.72021,35065.43835,42247.04413
2016,39163,37834.09961,34219.64,41585.48002
2017,38048,37062.04019,33408.56266,40793.89617
2018,37132,36320.72159,32520.0485,40016.65874
2019,36350,35471.78444,31698.40314,39215.24434
2020,30317,34779.15993,30955.2599,38625.81105
2021,35671,34068.6361,30140.28407,37961.17457
2022,37601,33313.37697,29405.58399,37158.39726
2023,NaN,32588.21561,28493.1723,36379.96405
2024,NaN,31913.5383,27642.91805,35761.84748
2025,NaN,31148.11424,26882.61933,35179.62795
2026,NaN,30456.52974,26179.56365,34579.27818
2027,NaN,29870.83519,25237.51594,33759.81011
2028,NaN,29193.22687,24526.62432,33302.81478
2029,NaN,28589.90839,23824.14199,32790.46004
2030,NaN,27948.45848,23046.89642,32193.94714
