"Year","data","median","LB","UB"
2008,2055,2054,2054,2054
2009,1729,1736.80889901684,1636.08470818205,1834.21766534425
2010,1509,1485.46462627718,1398.3016752941,1571.29396119438
2011,1196,1231.64501662616,1146.91946795517,1314.9774820633
2012,1071,1034.20713728886,954.917203070866,1115.7790659202
2013,894,896.580935064861,818.354079635765,980.520844774264
2014,810,810.348258235019,730.654990519757,891.375379984298
2015,727,758.641632432717,679.567857754849,834.462304876191
2016,696,730.165877634684,653.137155784705,806.479804365264
2017,720,716.827090474051,635.153720630832,794.605938207883
2018,739,709.778990639581,626.635936447155,789.69217890674
2019,735,709.43977738123,622.400807885914,795.06721064343
2020,561,710.351353935012,616.632018226245,799.79528868587
2021,677,713.539798251365,617.69611162007,806.012485101168
2022,705,714.057061788551,615.376632742898,811.616030433568
2023,NA,716.282031446154,615.125094156606,821.212988319275
2024,NA,714.519345161376,612.312111529545,814.617902248083
2025,NA,712.269705869584,609.587606411052,823.069795199373
2026,NA,707.192218675583,602.09515589511,829.026576915801
2027,NA,698.311794971132,596.315361075789,829.267261509004
2028,NA,691.71333334279,588.655503979932,829.829487455431
2029,NA,680.017668355139,578.571460135234,812.299485836624
2030,NA,668.366202045561,568.241691538144,835.037136490548
