Year,data,median,LB,UB
2008,20910,20909.5,20909,20910
2009,19645,19289.15795,17298.12892,21660.56942
2010,18741,18468.67952,16562.35497,20262.02759
2011,17874,18052.913,16218.94604,19779.70755
2012,17060,17628.12875,15902.64073,19298.90493
2013,16303,17160.85567,15487.36822,18843.48338
2014,16627,16717.648,15063.32669,18342.24575
2015,16582,16284.72297,14646.36462,17934.41011
2016,16376,15849.69863,14210.80791,17471.61779
2017,15908,15410.11405,13695.97338,17089.06538
2018,15387,15002.00001,13353.64023,16642.87124
2019,15130,14590.14064,12901.91713,16270.36164
2020,12533,14191.53987,12536.49883,15896.94268
2021,14304,13802.12669,12073.59316,15473.68233
2022,14546,13400.26093,11623.33893,15198.039
2023,NaN,13036.1258,11296.31414,14772.92649
2024,NaN,12665.54606,10859.04984,14440.04602
2025,NaN,12316.54687,10397.81668,14157.218
2026,NaN,11981.5556,9998.58118,13812.70113
2027,NaN,11630.29896,9664.52944,13595.06405
2028,NaN,11314.81007,9179.152382,13322.66305
2029,NaN,11016.90827,8710.403354,13019.30683
2030,NaN,10712.82986,8362.545374,12691.26742
