Year,data,median,LB,UB
2008,20910,20910,20910,20910
2009,19645,18980.91962,17230.37552,20705.77383
2010,18741,18577.30379,16903.90375,20226.46641
2011,17874,18126.31395,16503.67718,19685.33946
2012,17060,17686.85256,16122.51794,19258.21005
2013,16303,17218.54002,15660.50847,18743.91286
2014,16627,16751.49817,15222.00591,18279.11961
2015,16582,16304.43505,14825.62341,17820.00885
2016,16376,15881.36768,14329.44018,17421.93311
2017,15908,15428.64593,13896.66491,16970.28482
2018,15387,15027.76175,13460.63047,16530.34492
2019,15130,14577.78332,12978.82186,16136.81544
2020,12533,14180.69593,12602.81208,15688.35006
2021,14304,13777.55093,12125.06207,15352.92585
2022,14546,13405.49196,11717.68495,14973.28223
2023,NaN,12996.1646,11404.87544,14569.94609
2024,NaN,12647.31918,10957.68683,14239.57855
2025,NaN,12311.89147,10482.81353,13975.24272
2026,NaN,11980.00201,10124.20124,13575.43813
2027,NaN,11617.67137,9754.005304,13290.43539
2028,NaN,11286.11607,9355.591688,12953.68088
2029,NaN,11012.23462,9023.525545,12651.37071
2030,NaN,10668.46176,8634.326737,12266.70285
