Year,data,median,LB,UB
2008,2055,2054,2054,2054
2009,1729,1717.692492,1560.731758,1874.033268
2010,1509,1498.049458,1355.970762,1630.493647
2011,1196,1239.05457,1106.617406,1373.212251
2012,1071,1029.787004,904.8161764,1165.084194
2013,894,888.1314219,760.0679995,1022.962917
2014,810,798.8264801,675.0509984,929.2936724
2015,727,746.5616409,624.7305508,872.2306004
2016,696,714.3447165,594.5146429,838.296915
2017,720,696.8046938,575.1183928,820.4722028
2018,739,682.9289879,561.3560675,808.083961
2019,735,680.4026413,553.2124301,803.0604875
2020,561,675.038542,545.3583374,803.6558693
2021,677,674.4023764,543.665555,798.3493233
2022,705,672.5562298,534.2423668,801.3463151
2023,NaN,676.4676516,539.0847952,813.49283
2024,NaN,677.4459617,539.0679388,812.5558096
2025,NaN,677.9966486,533.2004629,818.6983796
2026,NaN,680.3578688,536.3560977,829.9492195
2027,NaN,680.2427352,531.6228041,829.9203934
2028,NaN,681.0762033,530.0172754,839.0473152
2029,NaN,680.5533125,529.0492167,853.9600126
2030,NaN,682.6453512,520.6099665,862.2812541
